DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2015,16000,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2016,16860,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2017,18480,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2018,20040,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2019,21490,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2020,20960,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2021,23650,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2022,27360,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2023,27960,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Estonia,2024,28740,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2015,16210,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2016,16190,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2017,16490,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2018,16830,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2019,17270,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2020,15660,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2021,17350,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2022,19650,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2023,21350,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Greece,2024,22560,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2015,23440,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2016,24190,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2017,25160,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2018,25950,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2019,26620,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2020,23850,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2021,26090,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2022,28750,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2023,30970,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Spain,2024,32590,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2015,27770,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2016,28460,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2017,29600,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2018,30580,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2019,31630,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2020,30440,b,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2021,33180,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2022,35980,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2023,38150,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,European Union - 27 countries (from 2020),2024,39680,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2015,38350,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2016,39250,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2017,40790,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2018,42040,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2019,43200,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2020,42740,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2021,44890,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2022,47890,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2023,48910,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Finland,2024,49170,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2015,33200,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2016,33530,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2017,34290,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2018,35080,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2019,36090,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2020,34280,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2021,36950,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2022,39010,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2023,41330,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,France,2024,42630,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2015,10920,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2016,11400,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2017,12040,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2018,12760,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2019,13770,b,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2020,12850,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2021,14870,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2022,17260,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2023,19800,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Croatia,2024,21740,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2015,3570690,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2016,3720570,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2017,4044100,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2018,4486880,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2019,4944960,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2020,5047120,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2021,5768960,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2022,6886930,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2023,7878170,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Hungary,2024,8524570,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2015,58040,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2016,58120,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2017,63990,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2018,68470,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2019,73210,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2020,75920,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2021,88220,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2022,100180,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2023,96290,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Ireland,2024,99060,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2015,7121260,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2016,7628470,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2017,7832670,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2018,8224570,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2019,8601760,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2020,8223370,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2021,9050180,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2022,10489200,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2023,11432440,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Iceland,2024,11941190,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2015,27620,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2016,28360,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2017,29070,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2018,29690,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2019,30200,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2020,28100,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2021,31160,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2022,33860,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2023,36130,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Italy,2024,37180,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2015,158520,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2016,160550,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2017,165300,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2018,168740,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2019,163330,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2020,152510,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2021,182120,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Liechtenstein,2022,174110,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2015,12860,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2016,13490,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2017,14870,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2018,16300,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2019,17520,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2020,17890,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2021,20180,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2022,23820,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2023,25700,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Lithuania,2024,27150,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2015,95090,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2016,96230,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2017,97440,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2018,98870,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2019,100420,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2020,102190,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2021,113920,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2022,117100,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2023,121290,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Luxembourg,2024,126910,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2015,12010,,
