DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2016,12500,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2017,13400,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2018,14620,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2019,15450,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2020,15370,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2021,17130,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2022,19140,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2023,20930,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Latvia,2024,21610,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2015,5870,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2016,6350,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2017,6910,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2018,7490,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2019,7960,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2020,6740,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2021,8000,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2022,9600,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Montenegro,2023,11000,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2015,292270,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2016,312010,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2017,325550,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2018,349850,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2019,369180,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2020,359970,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2021,397060,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2022,445530,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,North Macedonia,2023,491130,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2015,23000,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2016,23900,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2017,26820,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2018,28240,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2019,28920,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2020,27880,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2021,32180,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2022,34340,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2023,37110,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Malta,2024,39350,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2015,41270,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2016,42290,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2017,43830,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2018,45690,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2019,47840,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2020,46810,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2021,50850,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2022,56140,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2023,59720,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Netherlands,2024,63030,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2015,603120,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2016,595120,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2017,629730,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2018,673300,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2019,672580,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2020,643540,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2021,799540,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2022,1050560,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2023,924200,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Norway,2024,932890,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2015,47640,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2016,49160,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2017,52600,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2018,56580,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2019,60980,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2020,63580,b,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2021,71990,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2022,82080,b,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2023,90760,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Poland,2024,97120,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2015,17280,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2016,18000,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2017,18910,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2018,19840,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2019,20710,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2020,19360,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2021,20800,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2022,23300,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2023,25330,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Portugal,2024,26700,e,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2015,35950,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2016,38170,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2017,43470,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2018,49250,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2019,55000,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2020,55430,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2021,62290,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2022,72930,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2023,84160,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Romania,2024,92310,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2015,633320,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2016,665710,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2017,705610,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2018,757310,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2019,816280,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2020,835490,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2021,962210,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2022,1119190,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2023,1331350,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Serbia,2024,1464510,p,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2015,431850,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2016,444030,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2017,455660,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2018,470980,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2019,489440,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2020,484960,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2021,524670,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2022,557150,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2023,586080,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Sweden,2024,606150,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2015,18660,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2016,19380,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2017,20630,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2018,21940,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2019,23050,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2020,22230,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2021,24680,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2022,26980,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2023,30160,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovenia,2024,31490,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2015,14820,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2016,15030,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2017,15620,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2018,16580,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2019,17340,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2020,17270,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2021,18740,b,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2022,20170,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2023,22690,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Slovakia,2024,24000,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2015,30060,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2016,33130,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2017,39020,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2018,46200,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2019,52290,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2020,60550,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2021,86230,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2022,176650,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,Türkiye,2023,311110,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2015,29480,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2016,30380,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2017,31330,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2018,32240,,
ESTAT:NAMA_10_PC(1.0),02/05/25 23:00:00,Annual,"Current prices, units of national currency per capita",Gross domestic product at market prices,United Kingdom,2019,33200,,
